anrede;vorname;nachname;strasse;nr;plz;ort;kanton;sprachregion;nationaliät;sexcode;mobile_nr;vertrag_nr;konto_nr;auth_device
Frau;Isabelle;Pache;Chemin de la Chapelle;9;1742;Autigny;FR;fr;Schweiz;w;+41787405509;46504;CH5300772124911050077;mtan
Herr;Peter;Schmid;Mühltobel;502;9427;Wolfhalden;AR;de;Spanien;m;+41788916968;37071;CH5300772311997530201;ptan
Herr;Roland;Cortesi;Bellevuestrasse;21;6280;Hochdorf;LU;de;Italien ;m;+41788278263;30373;CH5300772176474267620;mtan
Herr;Michael;Hunziker;Gesegnetmattstrasse;14;6006;Luzern;LU;de;Schweiz;m;+41787082015;24533;CH5300772737495054386;ptan
Herr;Bruno;Schneider;Bodenhofterrasse;18;6005;Luzern;LU;de;Schweiz;m;+41788926589;34631;CH5300772616747945696;ptan
Frau;Maria;Bach;Kilbigstrasse;37;5018;Erlinsbach;AG;de;Schweiz;w;+41788168234;45373;CH5300772289893863072;ptan
Frau;Anne;Martins;Chemin des Cornaches;1;1233;Bernex;GE;fr;Schweiz;w;+41787508042;32933;CH5300772908351905823;ptan
Frau;Elisabeth;Keller;Vorderhasli;422;9427;Wolfhalden;AR;de;Spanien;w;+41787792440;25394;CH5300772562204682581;ptan
Frau;Elisabeth;Grieder;Luzernerstrasse;84;6010;Kriens;LU;de;Schweiz;w;+41788764457;22683;CH5300772454561816535;ptan
Frau;Monika;Giacometti;Müswangerstrasse;15;6288;Schongau;LU;de;Italien ;w;+41788734380;22249;CH5300772856257817680;ptan
Herr;Olivier;Levy;Route de la Gare-de-Satigny;27a;1242;Satigny;GE;fr;Schweiz;m;+41788208601;35456;CH5300772846010806152;ptan
Frau;Rita;Müller;Alte Steig;12;9100;Herisau;AR;de;Albanien;w;+41787873555;21453;CH5300772800643012149;mtan
Frau;Claudia;Londino;Via alle Scuole;3b;6948;Porza;TI;it;Schweiz;w;+41787845047;22502;CH5300772731702824669;ptan
Herr;Peter;Schnyder;Baselstrasse;33;6003;Luzern;LU;de;Schweiz;m;+41787924167;34320;CH5300772769385577065;mtan
Herr;Markus;Mangold;Habermattweg;17;6010;Kriens;LU;de;Schweiz;m;+41788845617;44956;CH5300772239263837239;mtan
Frau;Claudia;Schneider;Zumhofstrasse;88;6010;Kriens;LU;de;Schweiz;w;+41788586788;21991;CH5300772911636535672;ptan
Herr;Philippe;Bocion;Grauenstein;15;1718;Rechthalten;FR;de;Schweiz;m;+41788625484;26264;CH5300772814640203165;ptan
Herr;Francesco;Müller;Eppenwilerstrasse;7;6147;Altbüron;LU;de;Deutschland;m;+41787608932;27723;CH5300772639862114662;ptan
Frau;Lisa;Candolfi;Kirchbühl;18;6204;Sempach;LU;de;Deutschland;w;+41788328536;41490;CH5300772578130131570;ptan
Herr;Andrea;Ricciardi;In Cumlina;27b;6528;Camorino;TI;it;Schweiz;m;+41787525091;35914;CH5300772470892546379;mtan
Frau;Daniela;Bucher;Am Bergweg;7;6144;Zell LU;LU;de;Deutschland;w;+41788646160;45174;CH5300772096162863606;ptan
Frau;Margrit;Putzi;Feld;3;6262;Langnau b. Reiden;LU;de;Italien ;w;+41788326331;44853;CH5300772505121928125;mtan
Herr;Christian;Keller;Rütimattstrasse;14;6295;Mosen;LU;de;Italien ;m;+41787273531;47549;CH5300772102932576115;mtan
Frau;Ursula;Hänni;Ferrenstrasse;5;6277;Kleinwangen;LU;de;Italien ;w;+41788375617;41169;CH5300772847792163155;ptan
Frau;Cornelia;Meier;Schiltmatthalde;1;6048;Horw;LU;de;Deutschland;w;+41788197861;32447;CH5300772515530716578;ptan
Herr;Urs;Zumofen;Zürichstrasse;73;6004;Luzern;LU;de;Schweiz;m;+41787048939;31549;CH5300772245952221009;ptan
Frau;Francesca;Caretti;Luzernstrasse;9;6206;Neuenkirch;LU;de;Deutschland;w;+41788375168;48495;CH5300772445315279966;ptan
Herr;Peter;Schmid;Fridolin-Hofer-Strasse;5;6045;Meggen;LU;de;Schweiz;m;+41787932356;36038;CH5300772999543439637;ptan
Herr;Hans;Weiss;Ebni;9b;9053;Teufen AR;AR;de;Italien ;m;+41787735894;22399;CH5300772113782457816;ptan
Herr;David;Chevalley;Rue de Moillebeau;70;1209;Genève;GE;fr;Kroatien;m;+41788512929;35176;CH5300772544211180978;ptan
Herr;Daniel;Rochat;Chemin de Ruth;89;1223;Cologny;GE;fr;Schweiz;m;+41788498411;34427;CH5300772486741753177;mtan
Frau;Nicole;André;Impasse des Lilas;2;1776;Montagny-la-Ville;FR;fr;Schweiz;w;+41788163466;37838;CH5300772658712043150;mtan
Herr;Hans;Müller;Arnikaweg;20;6045;Meggen;LU;de;Schweiz;m;+41788244161;48641;CH5300772419316289937;ptan
Herr;Thomas;Müller;Tulpenweg;3;6005;Luzern;LU;de;Schweiz;m;+41788757158;36311;CH5300772858019012596;ptan
Herr;Peter;Valles;Spitalstrasse;85;6004;Luzern;LU;de;Schweiz;m;+41788968860;38537;CH5300772092868511818;ptan
Frau;Laure;Devallonné;Chemin de la Verseuse;1;1219;Aïre;GE;fr;Kroatien;w;+41787148774;47532;CH5300772643051045578;ptan
Herr;Martin;Meier;Gossauerstrasse;62a;9100;Herisau;AR;de;Kosovo;m;+41788225579;28687;CH5300772801666715511;mtan
Herr;Werner;Nussbaumer;Leimbütz;7;6145;Fischbach LU;LU;de;Deutschland;m;+41788232269;34501;CH5300772019262410495;ptan
Herr;Fritz;Kissling;Cheerhof;1;6017;Ruswil;LU;de;Schweiz;m;+41788844817;46079;CH5300772883245743581;mtan
Frau;Susanne;Keller;Friedheimweg;3;6353;Weggis;LU;de;Italien ;w;+41788037317;29086;CH5300772758910546473;mtan
Frau;Silvia;Heynen;Bernstrasse;78;6003;Luzern;LU;de;Schweiz;w;+41788652819;34055;CH5300772696198511442;ptan
Frau;Sara;Santi;Glichenberg;2;6182;Escholzmatt;LU;de;Deutschland;w;+41788242741;32583;CH5300772346225882518;ptan
Frau;Ruth;Berger;Berge;1;6019;Sigigen;LU;de;Schweiz;w;+41787644427;32936;CH5300772057473843381;ptan
Frau;Nicole;Schoch;Bruggereggstrasse;25;9100;Herisau;AR;de;Albanien;w;+41788655735;26699;CH5300772431878998089;ptan
Herr;Thomas;Meier;Am Kanal;8;6035;Perlen;LU;de;Schweiz;m;+41787436347;29664;CH5300772057830356930;mtan
Frau;Christine;Martin;Scheidweg;55;1792;Cordast;FR;de;Schweiz;w;+41788503324;34167;CH5300772988033188938;ptan
Frau;Sonja;Müller;Rütistrasse;1;9037;Speicherschwendi;AR;de;Italien ;w;+41787583574;39433;CH5300772317412101534;mtan
Herr;Christian;Glaus;Bühel;288;9427;Wolfhalden;AR;de;Spanien;m;+41787476796;30049;CH5300772990455551840;mtan
Herr;Giorgio;Balemi;Wiggenmühle;8;6192;Wiggen;LU;de;Deutschland;m;+41788524922;40151;CH5300772868068061678;ptan
Herr;Thomas;Weber;Riedstrasse;1;6010;Kriens;LU;de;Schweiz;m;+41787406001;24931;CH5300772701974168766;ptan
Frau;Rita;Rohrer;Neuhaushof;3;6102;Malters;LU;de;Deutschland;w;+41787148023;24370;CH5300772811865161292;ptan
Herr;Werner;Hunkeler;Sonnenhofmatte;3;6020;Emmenbrücke;LU;de;Schweiz;m;+41788143125;22061;CH5300772988085629999;ptan
Frau;Maria;Angeloni;Fopa;;6716;Leontica;TI;it;Italien;w;+41787314066;40205;CH5300772966248261122;ptan
Frau;Ruth;Müller;Tannerstrasse;22;5000;Aarau;AG;de;Schweiz;w;+41788477141;28151;CH5300772746167828317;ptan
Frau;Nicole;Meier;Oberchärns;10;6023;Rothenburg;LU;de;Schweiz;w;+41788494841;40197;CH5300772393065025340;ptan
Frau;Karin;Girardi;Sonnrain;7;6215;Beromünster;LU;de;Italien ;w;+41787517321;27464;CH5300772412457423572;mtan
Herr;Daniel;Brodt;Kantonsstrasse;16;6234;Triengen;LU;de;Italien ;m;+41787585247;24227;CH5300772249947843083;mtan
Herr;Andreas;Widmer;Hermoos;1;9055;Bühler;AR;de;Italien ;m;+41787356120;45060;CH5300772795386499110;ptan
Herr;Andreas;Theler;Stollbergstrasse;19;6003;Luzern;LU;de;Schweiz;m;+41787324802;40656;CH5300772821814300957;mtan
Herr;Thomas;Gysin;Obere Dattenbergstrasse;43;6010;Kriens;LU;de;Schweiz;m;+41787434697;22312;CH5300772861280416004;ptan
Herr;Markus;Flütsch;Kirchweg;2;6262;Langnau b. Reiden;LU;de;Italien ;m;+41787925803;26542;CH5300772324908672424;ptan
Frau;Andrea;Hermann;Netzelen;5;6265;Roggliswil;LU;de;Italien ;w;+41788448470;26297;CH5300772418315223064;ptan
Herr;Bruno;Lauener;Dorfplatz;4;5026;Densbüren;AG;de;Schweiz;m;+41787176665;45360;CH5300772712547314935;ptan
Herr;Andrea;Bianchi;Piazza Buzzi;2;6948;Porza;TI;it;Schweiz;m;+41788207375;34458;CH5300772189788585634;ptan
Herr;Markus;Studer;Luzernerstrasse;24a;6010;Kriens;LU;de;Schweiz;m;+41787326800;33955;CH5300772469326187169;ptan
Herr;Martin;Schütz;Schulstrasse;26;6037;Root;LU;de;Schweiz;m;+41788003716;49545;CH5300772285804499167;ptan
Frau;Sandra;Graf;Oberbodenstrasse;2;9052;Niederteufen;AR;de;Italien ;w;+41787562733;46837;CH5300772151965393704;ptan
Frau;Silvia;Fuchs;Kraibergstrasse;1;6146;Grossdietwil;LU;de;Deutschland;w;+41788288717;44406;CH5300772393084199022;mtan
Frau;Ruth;Frey;Alpenstrasse;8;6023;Rothenburg;LU;de;Schweiz;w;+41787674843;26746;CH5300772544328921377;ptan
Frau;Sandra;Hunziker;Kreuzbühlweg;10;6045;Meggen;LU;de;Schweiz;w;+41788884880;42739;CH5300772461046367038;mtan
Herr;Marco;Brunner;Schönaustrasse;21;6044;Udligenswil;LU;de;Schweiz;m;+41787783112;32266;CH5300772680453514146;mtan
Herr;Stefano;Beretta;Via Ponte Vecchio;6;6982;Agno;TI;it;Italien;m;+41787366766;48997;CH5300772045362502382;ptan
Frau;Caroline;Huber;Bahnstrasse;7;5033;Buchs AG;AG;de;Schweiz;w;+41787428881;46614;CH5300772447288399430;ptan
Herr;Andreas;Rüegg;Mettlenweg;17;9107;Urnäsch;AR;de;Bosnien;m;+41787023012;26329;CH5300772044881141804;ptan
Herr;Daniel;Camenisch;Landschau;35;6276;Hohenrain;LU;de;Italien ;m;+41788182214;41013;CH5300772586694446740;ptan
Herr;Andreas;Lüthi;Bourbakiweg;3;4915;St. Urban;LU;de;Schweiz;m;+41788104673;43838;CH5300772783685690336;mtan
Frau;Nicole;Messikommer;Untere Egg;516;9107;Urnäsch;AR;de;Bosnien;w;+41788213211;28197;CH5300772936904876454;ptan
Frau;Anne;Piguet;Route de la Berra;13;1752;Villars-sur-Glâne;FR;fr;Bosnien;w;+41787222102;45059;CH5300772052473780043;ptan
Frau;Brigitte;Meier;Hobenbühl;3;6034;Inwil;LU;de;Schweiz;w;+41787246548;30201;CH5300772305332361831;ptan
Frau;Sandra;Pangring;Hinteregg;923;9427;Wolfhalden;AR;de;Spanien;w;+41788055499;48818;CH5300772161154061667;ptan
Herr;Hans;Kaufmann;Pilatusstrasse;3;6036;Dierikon;LU;de;Schweiz;m;+41787525869;36868;CH5300772436855201206;ptan
Frau;Sandra;Adler;Route de la Perrausa;28;1727;Corpataux;FR;fr;Schweiz;w;+41788832563;32600;CH5300772826230160517;mtan
Frau;Maria;Sommerhalder;Schönblickstrasse;13;6045;Meggen;LU;de;Schweiz;w;+41787553042;21114;CH5300772274360149036;ptan
Herr;Urs;Grolimund;Abendweg;27;6006;Luzern;LU;de;Schweiz;m;+41787257260;35641;CH5300772013044800663;mtan
Herr;Peter;Zentner;Hellbüchel;205;9426;Lutzenberg;AR;de;Spanien;m;+41787634414;45239;CH5300772919630566583;mtan
Frau;Barbara;Anicic;Weinberghalde;7;6234;Triengen;LU;de;Italien ;w;+41787922563;30231;CH5300772721654848781;ptan
Herr;Thomas;Keller;Schwägalpstrasse;1168;9107;Urnäsch;AR;de;Bosnien;m;+41788847219;31816;CH5300772251810422529;ptan
Frau;Andrea;Schneeberger;Grudligstrasse;1;6020;Emmenbrücke;LU;de;Schweiz;w;+41788876804;33967;CH5300772876265295202;ptan
Frau;Anna;Held;Erlen;4;6242;Wauwil;LU;de;Italien ;w;+41788267055;37460;CH5300772232792665217;ptan
Frau;Ursula;Meier;Langrütistrasse;2;6010;Kriens;LU;de;Schweiz;w;+41787628152;41251;CH5300772867247141530;mtan
Frau;Anna;Giacomazzi;Alte Grenzstrasse;34;6204;Sempach;LU;de;Deutschland;w;+41788125627;20563;CH5300772557532997014;ptan
Frau;Nathalie;Martin;Chemin de Savoie;5;1675;Vauderens;FR;fr;Schweiz;w;+41787253581;48053;CH5300772860930450323;mtan
Herr;Peter;Schneider;Sälihalde;21;6005;Luzern;LU;de;Schweiz;m;+41788838984;45037;CH5300772684074972049;mtan
Frau;Monika;Keller;Schwägalpstrasse;57;9107;Urnäsch;AR;de;Bosnien;w;+41788254817;43839;CH5300772728299272336;ptan
Frau;Maria;Klemenz;Haldenweg;32/n3;9100;Herisau;AR;de;Kosovo;w;+41787076721;45139;CH5300772224106236070;ptan
Herr;Peter;Crettol;Seehofstrasse;9;6004;Luzern;LU;de;Schweiz;m;+41787828400;25563;CH5300772475248972562;ptan
Frau;Ursula;Schmid;Habset;113;9038;Rehetobel;AR;de;Italien ;w;+41787878924;29323;CH5300772873344273311;ptan
Herr;Michel;Escher;Untere Torfeldstrasse;22;5033;Buchs AG;AG;de;Schweiz;m;+41788615925;28122;CH5300772691400612792;ptan
Herr;Michael;Müller;Sonnenheim;29;6344;Meierskappel;LU;de;Italien ;m;+41787247579;25865;CH5300772433583458073;ptan
Herr;Christian;Schnidrig;Eichbühlstrasse;2;5735;Pfeffikon LU;LU;de;Schweiz;m;+41787255051;42410;CH5300772486058654786;ptan
Herr;Jean;Viot;Route de Delley;94;1566;St-Aubin FR;FR;fr;Frankreich;m;+41787505169;29378;CH5300772332692245444;mtan
Frau;Ruth;Blum;Sprengihöhe;10;6020;Emmenbrücke;LU;de;Schweiz;w;+41787594389;28453;CH5300772744697856532;mtan
Herr;Thomas;Venetz;Haldenstrasse;1;5735;Pfeffikon LU;LU;de;Schweiz;m;+41787495167;24897;CH5300772289388194726;ptan
Herr;Philippe;Pereira;Rüttistrasse;67;1716;Plaffeien;FR;de;Schweiz;m;+41788784704;23115;CH5300772483102165683;mtan
Frau;Barbara;Gasser;Liebenauweg;10;6006;Luzern;LU;de;Schweiz;w;+41788462324;36269;CH5300772463950529307;ptan
Herr;Martin;Schlienger;Mettenwylstrasse;11;6006;Luzern;LU;de;Schweiz;m;+41788442059;20083;CH5300772959424122477;ptan
Frau;Margrit;Fischer;Bachstrasse;10;6048;Horw;LU;de;Deutschland;w;+41787558451;44340;CH5300772351272732744;ptan
Frau;Ursula;Brandenberger;Zwislenstrasse;20;9056;Gais;AR;de;Albanien;w;+41788083259;39658;CH5300772339485721336;ptan
Frau;Marianne;Greber;Weinbergstrasse;52;5000;Aarau;AG;de;Schweiz;w;+41788403695;49260;CH5300772265514856560;ptan
Frau;Daniela;Rüegg;Moosmühlestrasse;36;9112;Schachen b. Herisau;AR;de;Bosnien;w;+41787188923;28098;CH5300772680060609644;ptan
Herr;Christian;Bernasconi;Nigelfalle;;6222;Gunzwil;LU;de;Italien ;m;+41787796687;38465;CH5300772654684551754;ptan
Frau;Roberta;Tamagni;Viale Monte Verità;5;6612;Ascona;TI;it;Schweiz;w;+41787442634;31162;CH5300772731344389910;ptan
Frau;Isabelle;Hoxha;Chemin de la Bergeronnette;4;1228;Plan-les-Ouates;GE;fr;Frankreich;w;+41788817764;25899;CH5300772318834499398;mtan
Frau;Claudia;Wagner;Steinfeldstrasse;22;5033;Buchs AG;AG;de;Schweiz;w;+41788816343;39401;CH5300772863062570751;ptan
Frau;Isabelle;Devaud;Chemin de la Caracole;26;1294;Genthod;GE;fr;Schweiz;w;+41787407398;40585;CH5300772414300704996;mtan
Frau;Maria;Pereira;Route de Compois;106;1254;Jussy;GE;fr;Schweiz;w;+41788937131;22596;CH5300772224246611023;mtan
Herr;Ernst;Mesic;Feldstrasse;28;6022;Grosswangen;LU;de;Schweiz;m;+41787096493;31181;CH5300772385781451290;ptan
Frau;Elena;Urietti;Alpenblick;11;6206;Neuenkirch;LU;de;Deutschland;w;+41788786224;34808;CH5300772276168284805;ptan
Frau;Maria;Favre;Impasse Motte-Châtel;7;1470;Estavayer-le-Lac;FR;fr;Schweiz;w;+41787336009;44619;CH5300772043799288443;ptan
Frau;Sarah;Perez;Chemin des Verjus;53;1212;Grand-Lancy;GE;fr;Frankreich;w;+41787772875;25535;CH5300772136759653206;ptan
Herr;Hans;Roth;Untere Wiese;1;6020;Emmenbrücke;LU;de;Schweiz;m;+41787262459;27134;CH5300772679440957667;mtan
Herr;Peter;Heinz;Albin-Gisler-Weg;1;6276;Hohenrain;LU;de;Italien ;m;+41787246194;47655;CH5300772002868736991;ptan
Frau;Monika;Kaspar;Lettenrain;26;6045;Meggen;LU;de;Schweiz;w;+41788067654;33334;CH5300772707861758010;mtan
Herr;Martin;Bohner;Matthöhering;24;6014;Luzern;LU;de;Schweiz;m;+41788935748;31979;CH5300772903060186116;mtan
Frau;Maria;Deflorin;Bethlehemstrasse;4;6252;Dagmersellen;LU;de;Italien ;w;+41788365344;28843;CH5300772926168761533;ptan
Herr;Peter;Maurer;Luegstrasse;4;6037;Root;LU;de;Schweiz;m;+41787933060;44463;CH5300772913886838665;ptan
Herr;Giuseppe;Horat;Zwischenwassern;3;6166;Hasle LU;LU;de;Deutschland;m;+41788376318;37251;CH5300772508096824275;ptan
Herr;Daniel;Moser;Unter Weirüthi;102;6010;Kriens;LU;de;Schweiz;m;+41788057663;36732;CH5300772383518924079;ptan
Frau;Nathalie;Romon;Chemin des Rosiers;9;1470;Estavayer-le-Lac;FR;fr;Schweiz;w;+41787057934;20788;CH5300772632789553381;ptan
Herr;Mattia;Gobbi;Via Pro Maiò;17;6760;Faido;TI;it;Italien;m;+41788964887;45203;CH5300772370670788862;ptan
Herr;Marco;Botta;Hirschengasse;5;6210;Sursee;LU;de;Deutschland;m;+41787677383;33360;CH5300772524515285848;ptan
Frau;Silvia;Jemini;Via al Pero;4c;6852;Genestrerio;TI;it;Schweiz;w;+41788118459;46685;CH5300772684640284830;mtan
Herr;Werner;Toutsch;Zieglerweg;3;6285;Retschwil;LU;de;Italien ;m;+41787044737;20083;CH5300772483246212401;mtan
Herr;Paul;Imboden;Gartenstrasse;3;5735;Pfeffikon LU;LU;de;Schweiz;m;+41787937633;46565;CH5300772812092129321;ptan
Herr;Peter;Rüegg;Untern;94;9410;Heiden;AR;de;Frankreich;m;+41787758889;48719;CH5300772240826650119;mtan
Frau;Karin;Giovanoli;Oberschongauerstrasse;27;6288;Schongau;LU;de;Italien ;w;+41787713296;40621;CH5300772229466100390;ptan
Frau;Claudia;Deuber;Unter Bendlehn;23;9042;Speicher;AR;de;Italien ;w;+41787415994;31999;CH5300772016683972132;ptan
Frau;Silvia;Müller;Zwislenstrasse;18a;9056;Gais;AR;de;Albanien;w;+41788052020;35936;CH5300772261452755908;ptan
Frau;Andrea;Schmid;Degersheimerstrasse;35a;9100;Herisau;AR;de;Albanien;w;+41787935825;33456;CH5300772267118552874;ptan
Frau;Karin;Frei;Hinterhof;2258;9100;Herisau;AR;de;Albanien;w;+41788426658;43766;CH5300772374740100330;ptan
Herr;Giuseppe;Sauser;in Piazzéta;5;6837;Bruzella;TI;it;Schweiz;m;+41788934571;39323;CH5300772705073474075;ptan
Frau;Donatella;Martinoni;Via Iragna;2;6707;Iragna;TI;it;Schweiz;w;+41787813650;42214;CH5300772565631231402;ptan
Frau;Karin;Herrmann;Loch;211;9044;Wald AR;AR;de;Italien ;w;+41787185306;34132;CH5300772807299196480;ptan
Frau;Regina;Hischier;Primelweg;25;6005;Luzern;LU;de;Schweiz;w;+41788335664;37803;CH5300772899235090457;mtan
Frau;Monika;Müller;Kirchrain;11;9042;Speicher;AR;de;Italien ;w;+41788862179;30789;CH5300772847742218885;ptan
Herr;Martin;Beeli;Abendweg;6;6247;Schötz;LU;de;Italien ;m;+41787502359;44215;CH5300772847800665242;mtan
Herr;Alessandro;Piscioli;Siberslehn;4;6196;Marbach LU;LU;de;Deutschland;m;+41787856942;44465;CH5300772239053563513;mtan
Frau;Monika;Balsiger;Obere Vorstadt;25;5000;Aarau;AG;de;Schweiz;w;+41788393443;44594;CH5300772893246861003;ptan
Frau;Brigitte;Schmid;Fildernrain;5;6030;Ebikon;LU;de;Schweiz;w;+41787465647;48963;CH5300772391861157613;ptan
Frau;Ursula;Wattinger;Urnäscherstrasse;22;9104;Waldstatt;AR;de;Bosnien;w;+41788386669;37563;CH5300772716222933218;ptan
Herr;Heinz;Stebler;Maihofmatte;14;6006;Luzern;LU;de;Schweiz;m;+41788934311;47354;CH5300772273393734241;ptan
Herr;Patrick;Schwarz;Adligenswilerstrasse;69;6030;Ebikon;LU;de;Schweiz;m;+41788513571;43995;CH5300772106477639638;mtan
Frau;Valérie;Risse;Obere Mühle;39;3213;Liebistorf;FR;de;Schweiz;w;+41788002260;29015;CH5300772283489190638;ptan
Herr;Marco;Heisch;Oberfeld;5;6246;Altishofen;LU;de;Italien ;m;+41788153046;46569;CH5300772962575013551;mtan
Herr;Thomas;Keller;Gschwend;222;9063;Stein AR;AR;de;Albanien;m;+41787796518;33452;CH5300772313385449150;mtan
Herr;André;Maurer;Grossried;16;3182;Ueberstorf;FR;de;Schweiz;m;+41788214051;40513;CH5300772217625695898;ptan
Frau;Brigitte;Weber;Dattenmattstrasse;11;6010;Kriens;LU;de;Schweiz;w;+41787425867;27451;CH5300772448611622016;ptan
Frau;Ruth;Müller;Bromen;4;6025;Neudorf;LU;de;Schweiz;w;+41787874581;20200;CH5300772011103625691;ptan
Frau;Maria;Parpan;Seehalde;6;6243;Egolzwil;LU;de;Italien ;w;+41788455899;23968;CH5300772394016290337;ptan
Herr;Bruno;Wieland;Im Winkel;6;6244;Nebikon;LU;de;Italien ;m;+41787488953;43679;CH5300772406716804233;ptan
Frau;Andrea;Müller;Kalabinth;45;9042;Speicher;AR;de;Italien ;w;+41787387547;42311;CH5300772300122019182;ptan
Frau;Ruth;Kohler;Mettenwylstrasse;16;6006;Luzern;LU;de;Schweiz;w;+41787778285;26422;CH5300772328474910463;ptan
Herr;Thomas;Steinacher;Hartenfelsstrasse;144;6030;Ebikon;LU;de;Schweiz;m;+41788793873;38543;CH5300772808534491655;mtan
Frau;Nicole;Müller;Bireggring;4;6005;Luzern;LU;de;Schweiz;w;+41788747128;34835;CH5300772278984850257;mtan
Frau;Maria;Keusch;Luzernerstrasse;11;6043;Adligenswil;LU;de;Schweiz;w;+41787977551;25916;CH5300772523094497312;ptan
Frau;Anna;Amrein;Weiermatte;15;6122;Menznau;LU;de;Deutschland;w;+41787038466;38902;CH5300772179102762340;ptan
Frau;Nicole;Studer;Etzenerlestrasse;5;6017;Ruswil;LU;de;Schweiz;w;+41788596752;35633;CH5300772818554732522;ptan
Frau;Catherine;Berger;L'Ancienne-Route;77a;1218;Le Grand-Saconnex;GE;fr;Schweiz;w;+41787062054;39374;CH5300772243624946266;ptan
Herr;Werner;Müller;Hechtstrasse;7;9053;Teufen AR;AR;de;Italien ;m;+41787547481;46410;CH5300772673173045787;mtan
Frau;Ursula;Meier;Ober-Robmatt;1;6344;Meierskappel;LU;de;Italien ;w;+41787638949;42930;CH5300772563521243224;ptan
Herr;Andreas;Weber;Moos;2919;9112;Schachen b. Herisau;AR;de;Bosnien;m;+41787642648;29732;CH5300772196187178143;mtan
Herr;Mauro;Duff;Hubermatte;19;6252;Dagmersellen;LU;de;Italien ;m;+41788854654;37906;CH5300772455481439328;mtan
Frau;Sandra;Müller;Dammweg;19;5000;Aarau;AG;de;Schweiz;w;+41788934964;43682;CH5300772310585820050;ptan
Frau;Maria;Krebser;Langenegg;781;9063;Stein AR;AR;de;Albanien;w;+41787203851;30956;CH5300772267644497996;ptan
Herr;Peter;Meyer;Sagihof;1;6280;Urswil;LU;de;Italien ;m;+41787833405;33307;CH5300772480782389576;ptan
Herr;Peter;Widmer;Schönbühlring;54;6020;Emmenbrücke;LU;de;Schweiz;m;+41788964355;23675;CH5300772052625125055;ptan
Herr;Daniel;Montfort;Chemin de Chenaux;6;1544;Gletterens;FR;fr;Schweiz;m;+41787194439;27677;CH5300772941062413120;mtan
Frau;Maria;Martin;Quai de Corsier;38;1246;Corsier GE;GE;fr;Frankreich;w;+41787732854;44604;CH5300772594970575829;ptan
Herr;Daniel;Schmucki;Nordstrasse;2;9410;Heiden;AR;de;Frankreich;m;+41788158174;22779;CH5300772247420483465;mtan
Herr;Marco;Destefani;Terra di Sotto;;6939;Arosio;TI;it;Italien;m;+41788697065;42482;CH5300772398344836971;mtan
Frau;Catherine;Cuenoud;Rue Max-von-Sachsen;24;1722;Bourguillon;FR;fr;Schweiz;w;+41788886743;38231;CH5300772739589153270;ptan
Herr;Daniel;Häfliger;Hauptgasse;48;6130;Willisau;LU;de;Deutschland;m;+41788888615;27795;CH5300772229990848328;ptan
Herr;David;Humbert;Route du Lac Lussy;66;1618;Châtel-St-Denis;FR;fr;Schweiz;m;+41787665417;21108;CH5300772972414705332;ptan
Frau;Susanne;Beeli;Schützenmatte;15;6247;Schötz;LU;de;Italien ;w;+41787448390;41585;CH5300772969569434207;ptan
Frau;Christiane;Bonzon;Eichenweg;16;1793;Jeuss;FR;de;Italien;w;+41788816861;26572;CH5300772354799849019;ptan
Frau;Anna;Schärer;Williswil;8;6027;Römerswil LU;LU;de;Schweiz;w;+41788838421;20267;CH5300772730988624231;ptan
Frau;Valérie;Pellaux;Schulerweg;10;3184;Wünnewil;FR;de;Kroatien;w;+41788438038;37012;CH5300772039995152691;ptan
Frau;Andrea;Stutz;Bühlstrasse;34;6038;Gisikon;LU;de;Schweiz;w;+41788502373;43621;CH5300772849479447429;mtan
Herr;Nicolas;Dubois;Route Principale;116;1791;Courtaman;FR;fr;Schweiz;m;+41787443718;42245;CH5300772956137142322;mtan
Herr;Antonio;Favre;Kapellweg;6;1791;Courtaman;FR;de;Schweiz;m;+41787834128;46358;CH5300772777325908136;ptan
Frau;Ruth;Derungs;Obere Kirchfeldstrasse;8;6252;Dagmersellen;LU;de;Italien ;w;+41787016064;25001;CH5300772541463299387;mtan
Herr;Marco;Balli;Ibrigweidstrasse;1;6205;Eich;LU;de;Deutschland;m;+41787886972;34842;CH5300772856214401296;ptan
Herr;Michael;Maissen;Im Baumgarten;6;6252;Dagmersellen;LU;de;Italien ;m;+41787396070;48897;CH5300772158069877571;ptan
Herr;Stefano;Baumann;Schnabel;;6170;Schüpfheim;LU;de;Deutschland;m;+41788058259;22439;CH5300772397108565154;ptan
Herr;Franz;Windlin;Luzernstrasse;57;6102;Malters;LU;de;Deutschland;m;+41788717202;40193;CH5300772219587732090;ptan
Frau;Susanne;Jann;Dorfstrasse;38;6264;Pfaffnau;LU;de;Italien ;w;+41787945408;47612;CH5300772338380791684;ptan
Herr;Thomas;Crivelli;Untertannberg;23;6214;Schenkon;LU;de;Italien ;m;+41788433822;24129;CH5300772118574462480;ptan
Frau;Beatrice;Casaulta;Oberfeld;4;6247;Schötz;LU;de;Italien ;w;+41788603651;32240;CH5300772404901391796;ptan
Frau;Claudia;Oester;Weinbergstrasse;53b;5000;Aarau;AG;de;Schweiz;w;+41788324469;32736;CH5300772000341040878;ptan
Herr;Nicolas;Bellwald;Amsleracherweg;8;5033;Buchs AG;AG;de;Schweiz;m;+41787834134;30980;CH5300772214353513860;mtan
